Price,Close,High,Low,Open,Volume,EMA_20,EMA_30
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,,
Date,,,,,,,
2024-03-08,135.18016052246094,137.8532219403469,133.70230353382019,133.93539049394283,26495200,138.4232735492924,139.7186867789788
2024-03-11,137.80859375,138.84011821921717,135.95382627561727,135.95382627561727,22536400,138.36473261602646,139.59545497065758
2024-03-12,138.48304748535156,139.1376766335884,137.08454083988926,137.124208454388,19019700,138.37600069881933,139.52368674579913
2024-03-13,139.6237030029297,141.032138014566,138.86988205688806,138.91947792984377,19637000,138.49482948968696,139.53013940754948
2024-03-14,143.1646270751953,143.55145067638114,140.332879749405,141.14124557696232,36117900,138.93957211687822,139.76462248288146
2024-03-15,141.01229858398438,143.1646263160449,139.98077403113723,142.2422066313914,41039500,139.136974637555,139.84511771521068
2024-03-18,147.27088928222656,151.6846488911196,146.933661612004,148.15364120400517,47676700,139.91163317514275,140.32419975179235
2024-03-19,146.71546936035156,148.401623046533,145.8128759581158,147.7668352422811,17748400,140.55961757373407,140.73653972653813
2024-03-20,148.4611358642578,148.54048623365105,146.46254478468063,147.57838381474437,17730000,141.31214312521251,141.23490076768132
2024-03-21,147.52879333496094,150.07289344250427,146.8047269375101,149.09592897429127,19843900,141.90420504995046,141.6409583526671
2024-03-22,150.5341339111328,151.31769424437311,148.8678063610567,149.01659398464594,19252900,142.72610303672974,142.2147116145036
2024-03-25,149.919189453125,150.22269747313,147.58833442904242,149.72082106685764,15114700,143.41115888591023,142.7117747008663
2024-03-26,150.46470642089844,151.952491946091,149.8001640357902,150.00846066851344,19312700,144.08292531781387,143.21196384409419
2024-03-27,150.70274353027344,151.4466362236495,148.90748491845153,150.9060760159405,16622000,144.71338419519097,143.69523995287994
2024-03-28,151.02012634277344,151.4267913045929,150.0977066891458,150.76224899686937,21105600,145.31402630448454,144.16781326835695
2024-04-01,155.22560119628906,155.72152963461588,150.41508929070514,150.5936313984609,24469800,146.25798581798972,144.88121894112678
2024-04-02,154.60072326660156,154.71975638077805,152.21035974643002,153.48984843118458,17598100,147.05253224166705,145.5082837363187
2024-04-03,155.09666442871094,155.27520654736762,152.8768971996479,153.6584748966614,17266200,147.81864006900457,146.1268889422795
2024-04-04,150.70274353027344,154.90820720405674,150.64323453632903,153.8171736678265,24184800,148.0933165891254,146.42210536731136
2024-04-05,152.68646240234375,153.57912760994762,149.85073464441209,150.44485599312353,16297300,148.53075904752714,146.82625743408764
2024-04-08,154.86856079101562,155.37936657169243,152.73607416516978,152.7608645378624,16641500,149.13435921357367,147.34511571517976
2024-04-09,156.85226440429688,158.58801414355915,155.36447891350062,156.06870403834031,21521500,149.86939780316638,147.95848014673572
2024-04-10,156.37615966796875,156.87208810903078,154.92804196087224,156.59436939279885,16339200,150.48908940933805,148.5015562448798
2024-04-11,159.4806671142578,159.80798171319478,156.6439557246729,157.05062069315844,17841700,151.34543014313994,149.20988597838806
2024-04-12,157.89369201660156,160.38324722451475,157.3085001161233,158.1069376038808,16989800,151.96907413108866,149.77013152924053
2024-04-15,155.0570068359375,159.52036334197643,154.8784647057368,158.97483896433098,21140900,152.2631629601219,150.11122025870486
2024-04-16,154.7296905517578,155.94967041266872,153.78742943748455,154.37262142971844,15413200,152.49807034980148,150.40918608406315
2024-04-17,155.60252380371094,157.3888530928576,154.86358008141502,155.90999703795904,16237800,152.79373258350714,150.74424013049205
2024-04-18,156.1777801513672,157.19442732903767,154.93795913736227,155.64713312508496,14016100,153.11602282806524,151.0947910995808
2024-04-19,154.45196533203125,156.70348484426643,152.6567066755998,156.46543372803805,21479900,153.24325544749058,151.31138298554532
